Business Name,Contact Name,Phone,Email,Website,City,State,Zip,Lead Score,Category,Monthly Retainer Value,Rating,Review Count,Has Email,Urgency,Flags,Pain Points / Notes,Source URL
Compare Roofing Experts,,(888) 906-8599,,,San Antonio,TX,,95,Roofing,"$4,000",0.0,1,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Compare Roofing Experts has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Roofing in San Antonio with estimated retainer value of $4,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Compare+Roofing+Experts+San+Antonio+TX
Davila Electric,,,,,San Antonio,TX,,95,Electrician,"$3,000",0.0,4,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Davila Electric has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Electrician in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Davila+Electric+San+Antonio+TX
Arrow Key Service,,,,,San Antonio,TX,,95,Electrician,"$3,000",0.0,1,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Arrow Key Service has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Electrician in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Arrow+Key+Service+San+Antonio+TX
SERVPRO of Braun Station,,,,,San Antonio,TX,,95,Restoration,"$4,500",0.0,1,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: SERVPRO of Braun Station has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Restoration in San Antonio with estimated retainer value of $4,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/SERVPRO+of+Braun+Station+San+Antonio+TX
SERVPRO of East San Antonio,,,,,San Antonio,TX,,95,Restoration,"$4,500",0.0,7,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: SERVPRO of East San Antonio has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Restoration in San Antonio with estimated retainer value of $4,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/SERVPRO+of+East+San+Antonio+San+Antonio+TX
Law Offices of Janice Maloney,,,,,San Antonio,TX,,95,Law Firm,"$5,000",0.0,1,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Law Offices of Janice Maloney has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+Offices+of+Janice+Maloney+San+Antonio+TX
Law Office of Dinorah Diaz,,,,,San Antonio,TX,,95,Law Firm,"$5,000",0.0,0,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Law Office of Dinorah Diaz has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+Office+of+Dinorah+Diaz+San+Antonio+TX
Law Office of George P Escobedo,,,,,San Antonio,TX,,95,Law Firm,"$5,000",0.0,0,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Law Office of George P Escobedo has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+Office+of+George+P+Escobedo+San+Antonio+TX
Law Office of Christopher A. Crawford,,,,,San Antonio,TX,,95,Law Firm,"$3,500",0.0,0,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Law Office of Christopher A. Crawford has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $3,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+Office+of+Christopher+A.+Crawford+San+Antonio+TX
Garcia's Towing,,,,,San Antonio,TX,,95,Towing,"$2,000",0.0,4,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; Solid retainer potential ($2k+/mo),"PAIN: Garcia's Towing has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Towing in San Antonio with estimated retainer value of $2,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Garcia%27s+Towing+San+Antonio+TX
81 Towing Inc,,(210) 305-7260,,,"San Antonio, TX 78228",TX,,95,Towing,"$2,000",0.0,1,No,HIGH,No website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; Solid retainer potential ($2k+/mo),"PAIN: 81 Towing Inc has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Towing in San Antonio with estimated retainer value of $2,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/81+Towing+Inc+San+Antonio+TX
Efron & Efron Attorneys At Law,,(210) 492-1884,,http://www.efron-efron.com,"San Antonio, TX 78216",TX,,93,Law Firm,"$3,500",0.0,1,No,HIGH,Not mobile-friendly; No tracking pixels; Poor SEO on-page; No contact form; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Efron & Efron Attorneys At Law has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic; has no Analytics or Meta Pixel — can't measure or retarget. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $3,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/Efron+%26+Efron+Attorneys+At+Law+San+Antonio+TX
Automotive Fitness Center,,(210) 432-1166,,http://automotivefitnesscenter.localsearch.com,"San Antonio, TX 78228",TX,,90,HVAC,"$3,500",0.0,2,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Automotive Fitness Center has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: HVAC in San Antonio with estimated retainer value of $3,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/Automotive+Fitness+Center+San+Antonio+TX
H&I Construction & Remodeling Inc.,,,,,San Antonio,TX,,90,Roofing,"$4,000",0.0,24,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: H&I Construction & Remodeling Inc. has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Roofing in San Antonio with estimated retainer value of $4,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/H%26I+Construction+%26+Remodeling+Inc.+San+Antonio+TX
GL Navarro Roofing Inc.,,(210) 521-9323,,http://glnavarroroofinginc.localsearch.com,"San Antonio, TX 78240",TX,,90,Roofing,"$4,000",0.0,7,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: GL Navarro Roofing Inc. has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Roofing in San Antonio with estimated retainer value of $4,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/GL+Navarro+Roofing+Inc.+San+Antonio+TX
ABC 1 Remodeling & Repairs,,(210) 534-0250,,,"San Antonio, TX 78210",TX,,90,Roofing,"$4,000",0.0,31,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: ABC 1 Remodeling & Repairs has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Roofing in San Antonio with estimated retainer value of $4,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/ABC+1+Remodeling+%26+Repairs+San+Antonio+TX
Mister Sparky of San Antonio,,,,,San Antonio,TX,,90,Electrician,"$3,000",0.0,19,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Mister Sparky of San Antonio has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Electrician in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Mister+Sparky+of+San+Antonio+San+Antonio+TX
TotalCom Management Inc,,,,,San Antonio,TX,,90,Electrician,"$3,000",0.0,32,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: TotalCom Management Inc has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Electrician in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/TotalCom+Management+Inc+San+Antonio+TX
Rayco Electrical Contractors,,(210) 215-8823,,http://rayelectcont.com,"San Antonio, TX 78228",TX,,90,Electrician,"$3,000",0.0,6,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Rayco Electrical Contractors has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Electrician in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/Rayco+Electrical+Contractors+San+Antonio+TX
Rapid Restoration,,(210) 310-5123,,http://rapidrestorationtx.localsearch.com,"San Antonio, TX 78218",TX,,90,Restoration,"$4,500",0.0,7,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Rapid Restoration has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Restoration in San Antonio with estimated retainer value of $4,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/Rapid+Restoration+San+Antonio+TX
NTW Rebuilders,,(210) 281-4040,,http://ntwrebuilders.localsearch.com,San Antonio,TX,,90,Restoration,"$4,500",0.0,4,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: NTW Rebuilders has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Restoration in San Antonio with estimated retainer value of $4,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/NTW+Rebuilders+San+Antonio+TX
NTW Rebuilders & Services,,(210) 885-8637,,http://ntwrebuildersservices536305395.localsearch.com,"san antonio, TX 78230",TX,,90,Restoration,"$4,500",0.0,1,No,HIGH,Broken website; Almost no reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: NTW Rebuilders & Services has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Restoration in San Antonio with estimated retainer value of $4,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with paid ads audit. Show them competitors running ads and estimate what they're spending. Offer to run a pilot campaign.",https://www.google.com/maps/search/NTW+Rebuilders+%26+Services+San+Antonio+TX
Wayne Wright LLP Injury Lawyers,,,,,San Antonio,TX,,90,Law Firm,"$5,000",0.0,20,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Wayne Wright LLP Injury Lawyers has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Wayne+Wright+LLP+Injury+Lawyers+San+Antonio+TX
Rodriguez Trial Law,,,,,San Antonio,TX,,90,Law Firm,"$5,000",0.0,41,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Rodriguez Trial Law has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Rodriguez+Trial+Law+San+Antonio+TX
Paula Perez Law,,,,,San Antonio,TX,,90,Law Firm,"$5,000",0.0,10,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Paula Perez Law has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Paula+Perez+Law+San+Antonio+TX
Brock And Brock,,,,,San Antonio,TX,,90,Law Firm,"$5,000",0.0,35,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Brock And Brock has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $5,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Brock+And+Brock+San+Antonio+TX
Law Office of Ross Rodriguez,,,,,San Antonio,TX,,90,Law Firm,"$3,500",0.0,26,No,HIGH,No website; Low reviews; No ads detected; Weak SEO signals; High urgency niche; High retainer potential ($3k+/mo),"PAIN: Law Office of Ross Rodriguez has no working website — losing every lead searching online; has under 50 reviews — struggling to build trust online; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $3,500/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+Office+of+Ross+Rodriguez+San+Antonio+TX
Law,,(210) 733-5555,,,"San Antonio, TX 78201",TX,,90,Law Firm,"$3,000",0.0,8,No,MED,No website; Almost no reviews; No ads detected; Weak SEO signals; High retainer potential ($3k+/mo),"PAIN: Law has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Law Firm in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Law+San+Antonio+TX
Aspen Dental,,,,,San Antonio,TX,,90,Dental,"$3,000",0.0,9,No,MED,No website; Almost no reviews; No ads detected; Weak SEO signals; High retainer potential ($3k+/mo),"PAIN: Aspen Dental has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Dental in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Aspen+Dental+San+Antonio+TX
Detailed Dental,,,,,San Antonio,TX,,90,Dental,"$3,000",0.0,7,No,MED,No website; Almost no reviews; No ads detected; Weak SEO signals; High retainer potential ($3k+/mo),"PAIN: Detailed Dental has no working website — losing every lead searching online; has almost no online reviews — invisible to new customers; is running zero paid ads — competitors are capturing all the paid traffic. | OPPORTUNITY: Dental in San Antonio with estimated retainer value of $3,000/mo. High competition niche where digital presence = phone calls. | PITCH: Lead with website build + SEO package. Show them competitors who rank #1 and ask how many calls they think that generates.",https://www.google.com/maps/search/Detailed+Dental+San+Antonio+TX
